日期(年/月),單位,全國發電量_總計,全國發電量_抽蓄水力,全國發電量_火力_合計,全國發電量_火力_燃煤,全國發電量_火力_燃油,全國發電量_火力_燃氣,全國發電量_核能,全國發電量_再生能源_合計,全國發電量_再生能源_慣常水力,全國發電量_再生能源_地熱,全國發電量_再生能源_太陽光電,全國發電量_再生能源_風力,全國發電量_再生能源_生質能,全國發電量_再生能源_廢棄物,台電發電量_合計,台電發電量_抽蓄水力,台電發電量_火力_小計,台電發電量_火力_燃煤,台電發電量_火力_燃油,台電發電量_火力_燃氣,台電發電量_核能,台電發電量_再生能源_小計,台電發電量_再生能源_慣常慣常水力,台電發電量_再生能源_地熱,台電發電量_再生能源_太陽光電,台電發電量_再生能源_風力,民營電廠發電量_合計,民營電廠發電量_火力_小計,民營電廠發電量_火力_燃煤,民營電廠發電量_火力_燃氣,民營電廠發電量_再生能源_小計,民營電廠發電量_再生能源_慣常水力,民營電廠發電量_再生能源_地熱,民營電廠發電量_再生能源_太陽光電,民營電廠發電量_再生能源_風力,自用發電設備發電量_合計,自用發電設備發電量_火力_小計,自用發電設備發電量_火力_燃煤,自用發電設備發電量_火力_燃油,自用發電設備發電量_火力_燃氣,自用發電設備發電量_再生能源_小計,自用發電設備發電量_再生能源_慣常水力,自用發電設備發電量_再生能源_地熱,自用發電設備發電量_再生能源_太陽光電,自用發電設備發電量_再生能源_風力,自用發電設備發電量_再生能源_生質能,自用發電設備發電量_再生能源_廢棄物
201103,百萬度,20238.646154,244.703,15656.560058,10381.99307,656.996911,4617.570077,3596.4812,740.901896,259.028886,0,2.591841,176.703012,24.700776,277.877381,13452.169862,244.703,9265.256482,5655.275286,448.69137,3161.289826,3596.4812,345.72918,250.598956,0,0.314221,94.816003,3365.243059,3275.777669,1887.445563,1388.332106,89.46539,8.42993,0,0,81.03546,3421.233233,3115.525907,2839.272221,208.305541,67.948145,305.707326,0,0,2.27762,0.851549,24.700776,277.877381
201104,百萬度,19656.365354,242.439,15601.642386,10023.904258,609.216719,4968.521409,3248.0304,564.253568,228.786815,0,2.934484,82.409749,19.382271,230.740249,13087.775659,242.439,9331.720467,5444.118141,427.908527,3459.693799,3248.0304,265.585792,222.683215,0,0.40199,42.500587,3437.85961,3392.225049,1947.334479,1444.89057,45.634561,6.1036,0,0,39.530961,3130.730085,2877.69687,2632.451638,181.308192,63.93704,253.033215,0,0,2.532494,0.378201,19.382271,230.740249
201105,百萬度,21347.980382,256.938,17293.412149,10576.171978,870.317622,5846.922549,3167.6488,629.981433,312.01607,0,3.940094,56.539924,16.563014,240.922331,14326.498258,256.938,10567.072274,5845.968055,678.668462,4042.435757,3167.6488,334.839184,298.73491,0,0.856935,35.247339,3965.809121,3931.416154,2197.650999,1733.765155,34.392967,13.28116,0,0,21.111807,3055.673003,2794.923721,2532.552924,191.64916,70.721637,260.749282,0,0,3.083159,0.180778,16.563014,240.922331
201106,百萬度,22765.709365,248.651,18096.118837,10831.371589,1272.931602,5991.815646,3688.6074,732.332128,371.945357,0,4.620671,57.815414,19.771678,278.179008,15506.206256,248.651,11176.460197,5931.768512,1089.564649,4155.127036,3688.6074,392.487659,364.226907,0,1.033565,27.227187,3929.254267,3891.108261,2115.991428,1775.116833,38.146006,7.71845,0,0,30.427556,3330.248842,3028.550379,2783.611649,183.366953,61.571777,301.698463,0,0,3.587106,0.160671,19.771678,278.179008
201107,百萬度,23968.407791,253.595,19144.365367,11141.041223,955.566596,7047.757548,3818.8678,751.579624,406.595445,0,5.723789,38.50604,19.412358,281.341992,16575.079398,253.595,12084.796135,6313.20878,723.711702,5047.875653,3818.8678,417.820463,396.467525,0,1.107174,20.245764,3895.769355,3867.541717,1932.77972,1934.761997,28.227638,10.12792,0,0,18.099718,3497.559038,3192.027515,2895.052723,231.854894,65.119898,305.531523,0,0,4.616615,0.160558,19.412358,281.341992
201108,百萬度,24289.371265,245.605,19756.13059,11346.386734,1095.00283,7314.741026,3556.5358,731.099875,378.323854,0,7.971357,40.65252,19.168944,284.9832,16587.443324,245.605,12400.05606,6404.609256,926.48242,5068.964384,3556.5358,385.246464,358.583184,0,1.143247,25.520033,4303.814439,4269.140848,2102.033008,2167.10784,34.673591,19.74067,0,0,14.932921,3398.113502,3086.933682,2839.74447,168.52041,78.668802,311.17982,0,0,6.82811,0.199566,19.168944,284.9832
201109,百萬度,21970.986867,236.104,17414.128622,10898.673387,650.640362,5864.814873,3599.0558,721.698445,331.491633,0,7.077198,82.482027,16.478605,284.168982,14557.645768,236.104,10359.219996,5794.790412,486.935165,4077.494419,3599.0558,363.265972,318.160663,0,1.054642,44.050667,3925.53898,3874.296839,2149.896449,1724.40039,51.242141,13.33097,0,0,37.911171,3487.802119,3180.611787,2953.986526,163.705197,62.920064,307.190332,0,0,6.022556,0.520189,16.478605,284.168982
201110,百萬度,21243.177996,236.317,16794.174874,10405.012555,676.393769,5712.76855,3353.5154,859.170722,407.271084,0,10.422338,165.10655,19.380528,256.990222,14363.529942,236.317,10284.871062,5605.034635,490.317291,4189.519136,3353.5154,488.82648,392.400169,0,0.938,95.488311,3503.764546,3419.686115,1963.08881,1456.597305,84.078431,14.870915,0,0,69.207516,3375.883508,3089.617697,2836.88911,186.076478,66.652109,286.265811,0,0,9.484338,0.410723,19.380528,256.990222
201111,百萬度,19956.467023,232.876,15489.774987,10050.186648,752.371453,4687.216886,3345.7002,888.115836,485.398756,0,5.365363,141.14089,17.869647,238.34118,13630.281693,232.876,9503.095091,5675.937046,613.787323,3213.370722,3345.7002,548.610402,476.167986,0,0.635129,71.807287,3165.785192,3087.554476,1670.09117,1417.463306,78.230716,9.23077,0,0,68.999946,3160.400138,2899.12542,2704.158432,138.58413,56.382858,261.274718,0,0,4.730234,0.333657,17.869647,238.34118
201112,百萬度,19693.95595,243.353,15110.834481,10215.59254,559.991122,4335.250819,3420.1878,919.580669,379.385306,0,6.020202,242.730845,16.75338,274.690936,13593.349125,243.353,9420.563137,5795.302029,427.145457,3198.115651,3420.1878,509.245188,377.973116,0,0.645607,130.626465,2877.732284,2765.189004,1671.96896,1093.220044,112.54328,1.41219,0,0,111.13109,3222.874541,2925.08234,2748.321551,132.845665,43.915124,297.792201,0,0,5.374595,0.97329,16.75338,274.690936
201201,百萬度,18553.282041,264.345,13511.602845,9013.398946,550.189612,3948.014287,3824.674,952.660196,403.943722,0,5.492158,231.914769,21.395869,289.913678,13007.193962,264.345,8396.532823,4973.634305,415.984401,3006.914117,3824.674,521.642139,396.439465,0,0.926115,124.276559,2688.272413,2574.543421,1698.38025,876.163171,113.728992,7.504257,0,0,106.224735,2857.815666,2540.526601,2341.384391,134.205211,64.936999,317.289065,0,0,4.566043,1.413475,21.395869,289.913678
201202,百萬度,18585.465659,224.352,13873.40365,8761.743227,475.230895,4636.429528,3643.2726,844.437409,373.824238,0,10.899829,169.676699,23.534774,266.501869,12870.385687,224.352,8543.492154,4937.817222,326.26085,3279.414082,3643.2726,459.268933,358.211201,0,0.892463,100.165269,2972.65339,2889.090315,1597.63888,1291.451435,83.563075,15.613037,0,0,67.950038,2742.426582,2440.821181,2226.287125,148.970045,65.564011,301.605401,0,0,10.007366,1.561392,23.534774,266.501869
201203,百萬度,20272.035585,241.426,15663.429945,10379.496563,552.612332,4731.32105,3493.343,873.83664,424.39519,0,11.307368,163.187005,22.767758,252.179319,13702.481008,241.426,9479.25092,5816.92664,380.542009,3281.782271,3493.343,488.461088,407.542447,0,1.240939,79.677702,3611.084439,3511.667131,2127.79478,1383.872351,99.417308,16.852743,0,0,82.564565,2958.470138,2672.511894,2434.775143,172.070323,65.666428,285.958244,0,0,10.066429,0.944738,22.767758,252.179319
201204,百萬度,20326.090649,228.278,16550.954743,10162.247595,906.890146,5481.817002,2834.0504,712.807506,406.948268,0,13.642286,51.557632,19.299855,221.359465,13958.803098,228.278,10473.885077,5743.243599,745.475189,3985.166289,2834.0504,422.589621,392.903457,0,1.046862,28.639302,3491.235391,3454.594331,2019.32734,1435.266991,36.64106,14.044811,0,0,22.596249,2876.05216,2622.475335,2399.676656,161.414957,61.383722,253.576825,0,0,12.595424,0.322081,19.299855,221.359465
201205,百萬度,21911.758317,239.197,18275.428601,10503.285041,1023.663413,6748.480147,2413.0486,984.084116,640.885305,0,13.063195,71.393698,20.817305,237.924613,15228.406907,239.197,11911.42662,5919.807334,889.309771,5102.309515,2413.0486,664.734687,625.379204,0,1.246,38.109483,3721.981949,3673.684049,2100.65856,1573.025489,48.2979,15.506101,0,0,32.791799,2961.369461,2690.317932,2482.819147,134.353642,73.145143,271.051529,0,0,11.817195,0.492416,20.817305,237.924613
201206,百萬度,21737.198111,230.978,17400.391084,10722.930118,658.419975,6019.040991,3050.0696,1055.759427,662.015306,0,16.612263,88.696462,20.321846,268.11355,15134.210706,230.978,11154.759593,6012.647682,478.653363,4663.458548,3050.0696,698.403513,652.093302,0,1.007625,45.302586,3468.574732,3415.728494,2122.73334,1292.995154,52.846238,9.922004,0,0,42.924234,3134.412673,2829.902997,2587.549096,179.766612,62.587289,304.509676,0,0,15.604638,0.469642,20.321846,268.11355
201207,百萬度,24216.754539,257.042,19288.72883,11530.30846,748.332461,7010.087909,3744.2778,926.705909,559.986006,0,12.856694,45.868599,20.513075,287.481535,16690.780273,257.042,12125.946912,6351.678635,534.274239,5239.994038,3744.2778,563.513561,538.975441,0,1.370583,23.167537,3832.217141,3788.807355,2078.86343,1709.943925,43.409786,21.010565,0,0,22.399221,3693.757125,3373.974563,3099.766395,214.058222,60.149946,319.782562,0,0,11.486111,0.301841,20.513075,287.481535
201208,百萬度,23062.136359,259.5135,17975.98998,11212.578444,580.993782,6182.417754,3704.4024,1122.230479,721.173889,0,14.500858,79.924929,16.003031,290.627772,15739.7684,259.5135,11038.070183,6009.458744,357.953559,4670.65788,3704.4024,737.782317,703.22625,0,1.044498,33.511569,3650.958327,3586.927267,2134.87181,1452.055457,64.03106,17.947639,0,0,46.083421,3671.409632,3350.99253,3068.24789,223.040223,59.704417,320.417102,0,0,13.45636,0.329939,16.003031,290.627772
201209,百萬度,21647.154786,240.573,16873.427277,10390.939573,502.264487,5980.223217,3736.3492,796.805309,416.563044,0,14.341346,67.683635,17.297184,280.9201,14605.444325,240.573,10189.552562,5394.8007,314.678378,4480.073484,3736.3492,438.969563,398.584417,0,1.313928,39.071218,3513.023794,3466.998302,2024.62284,1442.375462,46.025492,17.978627,0,0,28.046865,3528.686667,3216.876413,2971.516033,187.586109,57.774271,311.810254,0,0,13.027418,0.565552,17.297184,280.9201
201210,百萬度,20909.546876,243.702,16338.001051,10331.640412,586.417035,5419.943604,3521.1952,806.648625,335.866712,0,17.870207,182.133039,20.796943,249.981724,14701.172393,243.702,10527.999471,5619.4575,414.106695,4494.435276,3521.1952,408.275722,324.172595,0,1.238023,82.865104,3065.842459,2955.847531,2091.20088,864.646651,109.994928,11.694117,0,0,98.300811,3142.532024,2854.154049,2620.982032,172.31034,60.861677,288.377975,0,0,16.632184,0.967124,20.796943,249.981724
201211,百萬度,19603.22031,252.556,15450.445288,9973.417024,557.225204,4919.80306,3252.1442,648.074822,266.407873,0,16.39065,104.124571,19.7121,241.439628,13486.496558,252.556,9668.033468,5386.0722,451.543137,3830.418131,3252.1442,313.76289,259.755092,0,0.956966,53.050832,3164.310092,3107.049546,2086.866348,1020.183198,57.260546,6.652781,0,0,50.607765,2952.41366,2675.362274,2500.478476,105.682067,69.201731,277.051386,0,0,15.433684,0.465974,19.7121,241.439628
201212,百萬度,19548.781553,254.938,15150.893716,9455.397413,481.0103,5214.486003,3204.9028,938.047037,457.548409,0,12.892977,157.307444,19.000155,291.298052,13624.430054,254.938,9619.914326,5334.5166,351.061281,3934.336445,3204.9028,544.674928,455.043141,0,0.92396,88.707827,2879.393851,2809.045095,1597.718392,1211.326703,70.348756,2.505268,0,0,67.843488,3044.957648,2721.934295,2523.162421,129.949019,68.822855,323.023353,0,0,11.969017,0.756129,19.000155,291.298052
201301,百萬度,19781.898916,258.247,14735.844234,9290.366823,519.299333,4926.178078,3924.2612,863.546482,299.035217,0,13.318226,234.057566,24.447691,292.687782,13659.286888,258.247,9072.666709,5106.6566,394.299461,3571.710648,3924.2612,404.111979,293.346874,0,0.996041,109.769064,2866.17289,2737.382178,1446.377926,1291.004252,128.790712,5.688343,0,0,123.102369,3256.439138,2925.795347,2737.332297,124.999872,63.463178,330.643791,0,0,12.322185,1.186133,24.447691,292.687782
201302,百萬度,16859.26033,252.92,12701.826315,8404.502901,425.552762,3871.770652,3178.2862,726.227815,247.01684,0,15.321069,179.455291,17.132193,267.302422,11676.826873,252.92,7923.009047,4583.1974,309.780728,3030.030919,3178.2862,322.611626,238.174702,0,0.990148,83.446776,2275.062641,2171.407398,1381.321031,790.086367,103.655243,8.842138,0,0,94.813105,2907.370816,2607.40987,2439.98447,115.772034,51.653366,299.960946,0,0,14.330921,1.19541,17.132193,267.302422
201303,百萬度,20164.082809,251.716,15775.374985,9614.270077,522.121458,5638.98345,3436.3376,700.654224,265.768455,0,21.479131,129.272899,20.572116,263.561623,13726.910203,251.716,9719.478315,5039.705,395.362071,4284.411244,3436.3376,319.378288,259.8775,0,1.203742,58.297046,3082.571159,3006.561675,1706.071417,1300.490258,76.009484,5.890955,0,0,70.118529,3354.601447,3049.334995,2868.49366,126.759387,54.081948,305.266452,0,0,20.275389,0.857324,20.572116,263.561623
201304,百萬度,19660.892785,270.091,15240.067429,9584.243237,454.878235,5200.945957,3292.7292,858.005156,505.526357,0,20.857385,92.297902,19.895726,219.427786,13684.312162,270.091,9584.747297,5274.7274,339.364385,3970.655512,3292.7292,536.744665,492.31125,0,1.183179,43.250236,2890.94182,2829.33652,1650.780974,1178.555546,61.6053,13.215107,0,0,48.390193,3085.638803,2825.983612,2658.734863,115.51385,51.734899,259.655191,0,0,19.674206,0.657473,19.895726,219.427786
201305,百萬度,21904.967461,291.745,17043.422495,10259.456915,681.083657,6102.881923,3427.0854,1142.714566,798.183513,0,21.516794,56.183459,19.592525,247.238275,14807.943009,291.745,10278.548058,5253.4998,549.243754,4475.804504,3427.0854,810.564551,784.643949,0,1.3962,24.524402,3567.603854,3522.664575,1953.444727,1569.219848,44.939279,13.539564,0,0,31.399715,3529.420598,3242.209862,3052.512388,131.839903,57.857571,287.210736,0,0,20.120594,0.259342,19.592525,247.238275
201306,百萬度,22807.286452,276.652,18463.064817,10380.098629,1018.062633,7064.903555,3163.8238,903.745835,524.706087,0,20.033877,64.28347,16.527003,278.195398,15334.736941,276.652,11355.828725,5271.8692,885.121517,5198.838008,3163.8238,538.432416,510.164767,0,1.533371,26.734278,3936.545249,3884.782949,2079.846447,1804.936502,51.7623,14.54132,0,0,37.22098,3536.004262,3222.453143,3028.382982,132.941116,61.129045,313.551119,0,0,18.500506,0.328212,16.527003,278.195398
201307,百萬度,24096.073463,273.538,19179.947779,11383.428179,766.847678,7029.671922,3713.1338,929.453884,544.823857,0,36.16644,42.745226,11.547225,294.171136,16345.004636,273.538,11813.244739,5893.8254,609.977677,5309.441662,3713.1338,545.088097,525.077813,0,1.649729,18.360555,3973.741394,3929.188829,2269.112522,1660.076307,44.552565,19.746044,0,0.52317,24.283351,3777.327433,3437.514211,3220.490257,156.870001,60.153953,339.813222,0,0,33.993541,0.10132,11.547225,294.171136
201308,百萬度,24104.706926,273.89,19055.477217,11329.287985,670.77147,7055.417762,3857.3158,918.023909,519.037515,0,30.497173,54.743752,18.499657,295.245812,16266.38105,273.89,11607.679383,5854.9506,504.021743,5248.70704,3857.3158,527.495867,501.152135,0,1.659949,24.683783,4034.906949,3986.015434,2221.496971,1764.518463,48.891515,17.88538,0,1.143312,29.862823,3803.418927,3461.7824,3252.840414,166.749727,42.192259,341.636527,0,0,27.693912,0.197146,18.499657,295.245812
201309,百萬度,21868.323454,274.876,16806.130447,10656.014028,528.425721,5621.690698,3673.4858,1113.831207,668.233146,0,28.917814,114.623076,17.040958,285.016213,14816.103125,274.876,10167.128661,5558.0065,399.816827,4209.305334,3673.4858,700.612664,649.51665,0,1.831759,49.264255,3606.865391,3521.794758,2154.69873,1367.096028,85.070633,18.716496,0,1.192329,65.161808,3445.354938,3117.207028,2943.308798,128.608894,45.289336,328.14791,0,0,25.893726,0.197013,17.040958,285.016213
201310,百萬度,21251.862946,266.754,16448.561485,10422.550987,418.016842,5607.993656,3505.894,1030.653461,477.909563,0,33.626821,243.354425,19.754109,256.008543,14312.158292,266.754,9968.193066,5494.6886,304.535074,4168.969392,3505.894,571.317226,460.292323,0,1.77682,109.248083,3628.175358,3476.230313,2089.31417,1386.916143,151.945045,17.61724,0,1.27942,133.048385,3311.529296,3004.138106,2838.548217,113.481768,52.108121,307.39119,0,0,30.570581,1.057957,19.754109,256.008543
201311,百萬度,19894.490404,247.604,15728.988482,10055.0853,409.019992,5264.88319,3123.4954,794.402522,308.655704,0,37.846946,178.671521,20.478025,248.750326,13397.683045,247.604,9646.604851,5255.4689,290.463266,4100.672685,3123.4954,379.978794,296.291851,0,1.324323,82.36262,3215.931137,3107.302249,1989.81919,1117.483059,108.628888,12.363853,0,0.879043,95.385992,3280.876222,2975.081382,2809.79721,118.556726,46.727446,305.79484,0,0,35.64358,0.922909,20.478025,248.750326
201312,百萬度,19946.968529,249.054,15480.435241,10072.693218,404.062227,5003.679796,3343.5118,873.967488,263.993467,0,41.51456,250.319024,20.074104,298.066333,13250.878,249.054,9277.014801,5226.4362,293.268166,3757.310435,3343.5118,381.297399,261.95156,0,1.212689,118.13315,3453.02357,3319.17531,2135.345331,1183.829979,133.84826,2.041907,0,0.798537,131.007816,3243.066959,2884.24513,2710.911687,110.794061,62.539382,358.821829,0,0,39.503334,1.178058,20.074104,298.066333
201401,百萬度,19770.432918,262.509,14949.06952,9986.726645,417.899336,4544.443539,3811.304,747.550398,203.786382,0,24.115769,186.90864,24.860837,307.87877,12990.957441,262.509,8634.108686,5042.273,299.735174,3292.100512,3811.304,283.035755,196.526393,0,1.757391,84.751971,3412.778331,3303.006076,2111.47137,1191.534706,109.772255,7.259989,0,1.317768,101.194498,3366.697146,3011.954758,2832.982275,118.164162,60.808321,354.742388,0,0,21.04061,0.962171,24.860837,307.87877
201402,百萬度,17664.543765,249.28,13113.969044,9066.391235,425.803215,3621.774594,3567.2544,734.040321,267.802518,0,27.950413,160.874644,22.763756,254.64899,12306.296985,249.28,8157.346932,5014.2538,298.21081,2844.882322,3567.2544,332.415653,254.904362,0,1.49039,76.020901,2295.722049,2197.635094,1471.688666,725.946428,98.086955,12.898156,0,1.101518,84.087281,3062.524731,2758.987018,2580.448769,127.592405,50.945844,303.537713,0,0,25.358505,0.766462,22.763756,254.64899
201403,百萬度,20375.830474,273.67,15952.546625,10231.794221,483.46202,5237.290384,3333.7462,815.867649,349.246193,0,29.290812,133.754039,25.744266,277.832339,13775.147808,273.67,9765.269887,5515.1207,327.804392,3922.344795,3333.7462,402.461721,336.578331,0,1.53946,64.34393,3002.206007,2919.453304,1660.593254,1258.86005,82.752703,12.667862,0,1.170173,68.914668,3598.476659,3267.823434,3056.080267,155.657628,56.085539,330.653225,0,0,26.581179,0.495441,25.744266,277.832339
201404,百萬度,20458.441031,250.309,16703.866853,10294.461088,546.393884,5863.011881,2822.818,681.447178,270.151617,0,50.850415,89.776677,19.515521,251.152948,13740.400662,250.309,10358.13435,5471.224,446.290801,4440.619549,2822.818,309.139312,260.88195,0,1.867436,46.389926,3122.75036,3069.11882,1706.247807,1362.871013,53.63154,9.269667,0,1.347941,43.013932,3595.290009,3276.613683,3116.989281,100.103083,59.521319,318.676326,0,0,47.635038,0.372819,19.515521,251.152948
201405,百萬度,22306.831623,267.629,17796.884505,10467.898555,631.993175,6696.992775,3206.1842,1036.133918,658.269203,0,51.354231,58.894387,20.068014,247.548083,15509.84887,267.629,11363.412603,5661.2102,528.363841,5173.838562,3206.1842,672.623067,644.842596,0,1.571371,26.2091,3303.629675,3256.646698,1788.016586,1468.630112,46.982977,13.426607,0,1.099046,32.457324,3493.353078,3176.825204,3018.671769,103.629334,54.524101,316.527874,0,0,48.683814,0.227963,20.068014,247.548083
201406,百萬度,23080.326773,269.916,18198.888752,10738.345586,645.945929,6814.597237,3562.6746,1048.847421,624.401668,0,41.311785,88.209654,17.562036,277.362278,15822.291622,269.916,11336.336142,5738.3892,533.640147,5064.306795,3562.6746,653.36488,610.522563,0,1.89492,40.947397,3526.487703,3464.211392,1758.327787,1705.883605,62.276311,13.879105,0,1.403743,46.993463,3731.547448,3398.341218,3241.628599,112.305782,44.406837,333.20623,0,0,38.013122,0.268794,17.562036,277.362278
201407,百萬度,25467.151296,280.341,20298.183588,11371.837388,1056.870676,7869.475524,3890.2222,998.404508,569.953515,0,54.546507,70.744714,21.713574,281.446198,17476.118259,280.341,12717.242993,5958.6199,948.31974,5810.303353,3890.2222,588.312066,554.151876,0,2.168755,31.991435,4116.901673,4060.360439,2051.738028,2008.622411,56.541234,15.801639,0,2.259425,38.48017,3874.131364,3520.580156,3361.47946,108.550936,50.54976,353.551208,0,0,50.118327,0.273109,21.713574,281.446198
201408,百萬度,24693.783271,267.336,19662.933105,11483.797864,959.993496,7219.141745,3889.434,874.080166,455.505919,0,49.92775,47.378192,17.882646,303.385659,16637.98661,267.336,12019.555804,5968.3153,815.03721,5236.203294,3889.434,461.660806,438.282097,0,2.380979,20.99773,4176.872012,4131.332842,2199.715862,1931.61698,45.53917,17.223822,0,2.154852,26.160496,3878.924649,3512.044459,3315.766702,144.956286,51.321471,366.88019,0,0,45.391919,0.219966,17.882646,303.385659
201409,百萬度,23889.435552,259.756,19490.063697,10835.206356,1164.481963,7490.375378,3450.312,689.303855,274.639173,0,46.306012,48.846727,17.424067,302.087876,15898.360912,259.756,11902.47707,5425.9043,1048.435849,5428.136921,3450.312,285.815842,259.660116,0,2.449224,23.706502,4236.770184,4194.876671,2178.58298,2016.293691,41.893513,14.979057,0,2.023535,24.890921,3754.304456,3392.709956,3230.719076,116.046114,45.944766,361.5945,0,0,41.833253,0.249304,17.424067,302.087876
201410,百萬度,21791.916191,250.151,17273.408814,9976.650576,586.914521,6709.843717,3446.1146,822.241777,283.719551,0,58.383525,195.520538,18.614101,266.004062,14458.919983,250.151,10398.305935,4879.2011,484.158072,5034.946763,3446.1146,364.348448,270.486398,0,2.462173,91.399877,3814.338692,3694.982013,2058.668834,1636.313179,119.356679,13.233153,0,2.542373,103.581153,3518.657516,3180.120866,3038.780642,102.756449,38.583775,338.53665,0,0,53.378979,0.539508,18.614101,266.004062
201411,百萬度,20097.322605,242.844,15361.996475,9414.804435,435.69155,5511.50049,3808.6758,683.80633,187.759231,0,54.234917,163.198493,21.836961,256.776728,13716.797237,242.844,9400.924189,4682.3404,327.529156,4391.054633,3808.6758,264.353248,184.595073,0,1.854657,77.903518,3168.178227,3078.840122,1996.677523,1082.162599,89.338105,3.164158,0,1.920503,84.253444,3212.347141,2882.232164,2735.786512,108.162394,38.283258,330.114977,0,0,50.459757,1.041531,21.836961,256.776728
201412,百萬度,20367.919921,247.429,15729.597228,9579.468573,658.421183,5491.707472,3600.235,790.658693,172.626948,0,40.489993,256.377678,21.79769,299.366384,13761.740821,247.429,9619.03017,4810.2541,545.988526,4262.787544,3600.235,295.046651,171.662338,0,1.510298,121.874015,3449.772179,3314.399112,2125.520463,1188.878649,135.373067,0.96461,0,1.510618,132.897839,3156.406921,2796.167946,2643.69401,112.432657,40.041279,360.238975,0,0,37.469077,1.605824,21.79769,299.366384
201501,百萬度,20008.338444,248.593,15508.798253,9748.507219,490.493153,5269.797881,3474.3658,776.581391,176.33407,0,37.903616,217.720768,25.643682,318.979255,13085.387682,248.593,9077.207866,4948.818,358.4062,3769.983666,3474.3658,285.221016,174.97644,0,2.044716,108.19986,3667.322835,3555.477647,2101.927512,1453.550135,111.845188,1.35763,0,2.515507,107.972051,3255.627927,2876.11274,2697.761707,132.086953,46.26408,379.515187,0,0,33.343393,1.548857,25.643682,318.979255
201502,百萬度,17343.461223,233.05,13264.751385,8222.259164,600.08876,4442.403461,3129.473,716.186838,204.270852,0,57.392192,144.32086,18.744893,291.458041,11744.924053,233.05,8112.998277,4328.3451,495.853213,3288.799964,3129.473,269.402776,195.67986,0,1.871693,71.851223,2669.221301,2586.799177,1474.673223,1112.125954,82.422124,8.590992,0,2.368268,71.462864,2929.315869,2564.953931,2419.240841,104.235547,41.477543,364.361938,0,0,53.152231,1.006773,18.744893,291.458041
201503,百萬度,20528.910702,241.244,16257.368152,9674.757123,811.050956,5771.560073,3285.0782,745.22035,238.725505,0,47.393084,138.784209,22.374955,297.942597,13724.159946,241.244,9897.128568,4930.7327,710.881466,4255.514402,3285.0782,300.709178,230.38603,0,2.029083,68.294065,3406.069781,3325.885552,1857.584448,1468.301104,80.184229,8.339475,0,2.331885,69.512869,3398.680975,3034.354032,2886.439975,100.16949,47.744567,364.326943,0,0,43.032116,0.977275,22.374955,297.942597
201504,百萬度,20460.969076,230.560001,16990.548676,9609.982243,906.173225,6474.393208,2574.1424,665.717999,196.474867,0,71.71104,120.635431,22.052851,254.84381,13657.682672,230.560001,10598.263273,4939.1108,804.801658,4854.350815,2574.1424,254.716998,192.527942,0,2.496914,59.692142,3657.032071,3589.905952,2011.216415,1578.689537,67.126119,3.946925,0,2.969454,60.20974,3146.254333,2802.379451,2659.655028,101.371567,41.352856,343.874882,0,0,66.244672,0.733549,22.052851,254.84381
201505,百萬度,22531.307249,272.235,19196.720506,9721.111716,1575.242224,7900.366566,2317.9612,744.390543,317.28932,0,79.777723,72.091762,21.741527,253.490211,15021.416965,272.235,12086.040035,4741.3477,1455.656079,5889.036256,2317.9612,345.18073,311.249559,0,2.057591,31.87358,4178.139324,4129.957984,2155.68406,1974.273924,48.18134,6.039761,0,2.370454,39.771125,3331.75096,2980.722487,2824.079956,119.586145,37.056386,351.028473,0,0,75.349678,0.447057,21.741527,253.490211
201506,百萬度,24096.939123,268.859,19579.787174,10378.054215,1288.326725,7913.406234,3298.2734,950.019549,461.864173,0,99.024653,77.394559,20.345165,291.390999,16507.344106,268.859,12453.460125,5190.666,1170.756561,6092.037564,3298.2734,486.751581,452.87495,0,2.623144,31.253487,4035.856625,3977.762852,2197.690331,1780.072521,58.093773,8.989223,0,3.156807,45.947743,3553.738392,3148.564197,2989.697884,117.570164,41.296149,405.174195,0,0,93.244702,0.193329,20.345165,291.390999
201507,百萬度,24722.973833,271.394,20187.857237,10680.35084,1351.952612,8155.553785,3414.0204,849.702196,327.285362,0,77.372168,100.84875,21.379107,322.816809,17154.548812,271.394,13106.330585,5492.8215,1231.168187,6382.340898,3414.0204,362.803827,313.604964,0,2.310786,46.888077,4001.145868,3931.134035,2192.254704,1738.879331,70.011833,13.680398,0,2.731869,53.599566,3567.279153,3150.392617,2995.274636,120.784425,34.333556,416.886536,0,0,72.329513,0.361107,21.379107,322.816809
201508,百萬度,23604.177468,267.368,18771.28645,10552.534836,996.486469,7222.265145,3302.4742,1263.048818,776.36513,0,97.232735,62.545961,14.422023,312.482969,16490.652526,267.368,12134.461167,5529.2114,878.27301,5726.976757,3302.4742,786.349159,759.758708,0,1.846233,24.744218,3481.608217,3425.237906,1968.954917,1456.282989,56.370311,16.606422,0,2.142473,37.621416,3631.916725,3211.587377,3054.368519,118.213459,39.005399,420.329348,0,0,93.244029,0.180327,14.422023,312.482969
