日期(年/月),單位,全國發電量_總計,全國發電量_抽蓄水力,全國發電量_火力_合計,全國發電量_火力_燃煤,全國發電量_火力_燃油,全國發電量_火力_燃氣,全國發電量_核能,全國發電量_再生能源_合計,全國發電量_再生能源_慣常水力,全國發電量_再生能源_地熱,全國發電量_再生能源_太陽光電,全國發電量_再生能源_風力,全國發電量_再生能源_生質能,全國發電量_再生能源_廢棄物,台電發電量_合計,台電發電量_抽蓄水力,台電發電量_火力_小計,台電發電量_火力_燃煤,台電發電量_火力_燃油,台電發電量_火力_燃氣,台電發電量_核能,台電發電量_再生能源_小計,台電發電量_再生能源_慣常慣常水力,台電發電量_再生能源_地熱,台電發電量_再生能源_太陽光電,台電發電量_再生能源_風力,民營電廠發電量_合計,民營電廠發電量_火力_小計,民營電廠發電量_火力_燃煤,民營電廠發電量_火力_燃氣,民營電廠發電量_再生能源_小計,民營電廠發電量_再生能源_慣常水力,民營電廠發電量_再生能源_地熱,民營電廠發電量_再生能源_太陽光電,民營電廠發電量_再生能源_風力,自用發電設備發電量_合計,自用發電設備發電量_火力_小計,自用發電設備發電量_火力_燃煤,自用發電設備發電量_火力_燃油,自用發電設備發電量_火力_燃氣,自用發電設備發電量_再生能源_小計,自用發電設備發電量_再生能源_慣常水力,自用發電設備發電量_再生能源_地熱,自用發電設備發電量_再生能源_太陽光電,自用發電設備發電量_再生能源_風力,自用發電設備發電量_再生能源_生質能,自用發電設備發電量_再生能源_廢棄物
201509,百萬度,22029.565574,270.79074,17327.658443,9966.753467,620.560128,6740.344848,3252.5168,1178.599591,714.594537,0,64.329712,86.525433,20.795431,292.354478,15092.16842,270.79074,10829.297956,5102.8086,510.639032,5215.850324,3252.5168,739.562924,699.537738,0,2.174339,37.850847,3437.20853,3371.297441,1874.026398,1497.271043,65.911089,15.056799,0,2.667478,48.186812,3500.188624,3127.063046,2989.918469,109.921096,27.223481,373.125578,0,0,59.487895,0.487774,20.795431,292.354478
201510,百萬度,22009.029825,251.397,17262.757167,9341.8431,868.944679,7051.969388,3437.257,1057.618658,558.509538,0,76.791609,149.104119,20.589008,252.624384,15099.291282,251.397,10798.022894,4620.6998,774.995606,5402.327488,3437.257,612.614388,541.895554,0,2.111397,68.607437,3564.983805,3466.539884,1843.618088,1622.921796,98.443921,16.613984,0,2.444727,79.38521,3344.754738,2998.194389,2877.525212,93.949073,26.720104,346.560349,0,0,72.235485,1.111472,20.589008,252.624384
201511,百萬度,20529.062442,236.092,16711.387374,9429.316085,1164.065944,6118.005345,2803.4122,778.170868,318.158994,0,77.737912,129.588367,18.042704,234.642891,14365.643481,236.092,10954.491199,5062.041609,1076.707757,4815.741833,2803.4122,371.648082,306.986963,0,1.970506,62.690613,2991.600361,2912.477352,1647.93124,1264.546112,79.123009,11.172031,0,1.982188,65.96879,3171.8186,2844.418823,2719.343236,87.358187,37.7174,327.399777,0,0,73.785218,0.928964,18.042704,234.642891
201512,百萬度,20277.152715,243.373,17100.845712,9836.113779,1315.772806,5948.959127,2182.146,750.788003,180.273777,0,63.601504,225.675488,20.0716,261.165634,13731.205505,243.373,11020.396242,5198.298398,1219.648787,4602.449057,2182.146,285.290263,179.055027,0,1.711605,104.523631,3232.344404,3109.397141,1800.975832,1308.421309,122.947263,1.21875,0,2.143451,119.585062,3313.602806,2971.052329,2836.839549,96.124019,38.088761,342.550477,0,0,59.746448,1.566795,20.0716,261.165634
201601,百萬度,20071.931965,246.565,15707.701797,9189.42129,702.967388,5815.313119,3058.0416,1059.623568,464.152029,0,65.185429,215.095555,16.765448,298.425107,13956.96579,246.565,10093.430555,5135.767434,583.808432,4373.854689,3058.0416,558.928635,456.78353,0,1.360522,100.784583,2914.685697,2792.619315,1379.843284,1412.776031,122.066382,7.368499,0,1.886179,112.811704,3200.280478,2821.651927,2673.810572,119.158956,28.682399,378.628551,0,0,61.938728,1.499268,16.765448,298.425107
201602,百萬度,17703.506575,241.324,13103.205998,8168.225609,574.247551,4360.732838,3241.7372,1117.239377,554.475144,0,47.784611,209.10227,16.226961,289.650391,12449.144781,241.324,8334.192064,4527.325626,449.846265,3357.020173,3241.7372,631.891517,536.299177,0,1.628921,93.963419,2211.021979,2076.265635,1098.443137,977.822498,134.756344,18.175967,0,2.651314,113.929063,3043.339815,2692.748299,2542.456846,124.401286,25.890167,350.591516,0,0,43.504376,1.209788,16.226961,289.650391
201603,百萬度,20485.204156,258.671,15510.094292,9972.1622,444.90249,5093.029602,3366.0388,1350.400064,837.77242,0,60.254682,136.467966,19.687756,296.21724,14004.057676,258.671,9489.323357,5235.672099,332.371534,3921.279724,3366.0388,890.024519,824.316228,0,1.615027,64.093264,3328.776863,3241.199553,2093.709853,1147.4897,87.57731,13.456192,0,2.434711,71.686407,3152.369617,2779.571382,2642.780248,112.530956,24.260178,372.798235,0,0,56.204944,0.688295,19.687756,296.21724
201604,百萬度,20702.63907,261.331,16358.822714,9595.337245,656.350588,6107.134881,2861.8168,1220.668556,826.874545,0,79.57574,56.691958,20.37569,237.150623,14162.454108,261.331,10201.224369,5012.492182,549.297381,4639.434806,2861.8168,838.081939,809.014882,0,1.951731,27.115326,3632.689836,3582.549682,2137.935378,1444.614304,50.140154,17.859663,0,2.984163,29.296328,2907.495126,2575.048663,2444.909685,107.053207,23.085771,332.446463,0,0,74.639846,0.280304,20.37569,237.150623
201605,百萬度,23146.672891,285.404,19191.018503,10208.955052,1116.372694,7865.690757,2684.934,985.316388,548.740691,0,86.758759,66.701503,15.865518,267.249917,15756.207658,285.404,12222.098146,5353.82359,999.364756,5868.9098,2684.934,563.771512,529.994947,0,2.316065,31.4605,4232.547047,4175.266283,2210.85632,1964.409963,57.280764,18.745744,0,3.547253,34.987767,3157.918186,2793.654074,2644.275142,117.007938,32.370994,364.264112,0,0,80.895441,0.253236,15.865518,267.249917
201606,百萬度,23957.366384,271.464,19997.806575,10792.271009,1224.941679,7980.593887,2590.5512,1097.544609,582.645896,0,130.740763,73.204432,19.286936,291.666582,16453.151285,271.464,12993.493219,5714.401333,1096.361527,6182.730359,2590.5512,597.642866,567.904041,0,2.301911,27.436914,4043.283359,3979.890635,2212.510369,1767.380266,63.392724,14.741855,0,3.312861,45.338008,3460.93174,3024.422721,2865.359307,128.580152,30.483262,436.509019,0,0,125.125991,0.42951,19.286936,291.666582
201607,百萬度,25294.613222,297.433,21244.965451,11441.312286,1220.724827,8582.928338,2623.4174,1128.797371,614.209607,0,115.131563,72.083232,15.378089,311.99488,17395.906044,297.433,13847.663607,6081.115676,1092.088843,6674.459088,2623.4174,627.392037,596.699148,0,2.555794,28.137095,4111.722768,4046.831541,2175.292465,1871.539076,64.891227,17.510459,0,3.721368,43.6594,3786.98441,3350.470303,3184.904145,128.635984,36.930174,436.514107,0,0,108.854401,0.286737,15.378089,311.99488
201608,百萬度,25142.327064,293.118,21298.539499,11204.331911,1288.886831,8805.320757,2668.2132,882.456365,403.119402,0,116.228524,33.643952,13.034177,316.43031,17320.180879,293.118,13952.78468,6107.385306,1165.173236,6680.226138,2668.2132,406.064999,388.487249,0,2.30172,15.27603,4106.865262,4070.640628,1990.048305,2080.592323,36.224634,14.632153,0,3.397056,18.195425,3715.280923,3275.114191,3106.8983,123.713595,44.502296,440.166732,0,0,110.529748,0.172497,13.034177,316.43031
201609,百萬度,22359.31195,255.467,18589.64563,10655.949533,835.050816,7098.645281,2410.3076,1103.89172,574.245371,0,120.456065,100.586084,16.414236,292.189964,15199.484067,255.467,11925.200429,5654.61374,706.202464,5564.384225,2410.3076,608.509038,562.876853,0,1.767832,43.864353,3646.526413,3576.079368,2080.880814,1495.198554,70.447045,11.368518,0,2.817273,56.261254,3513.30147,3088.365833,2920.454979,128.848352,39.062502,424.935637,0,0,115.87096,0.460477,16.414236,292.189964
201610,百萬度,23312.273023,329.579,19621.339852,10360.543636,1503.673736,7757.12248,2161.7452,1199.608971,725.541089,0,91.884665,114.802923,17.860271,249.520023,15987.748758,329.579,12739.299935,5630.965803,1382.139517,5726.194615,2161.7452,757.124623,705.943203,0,2.024532,49.156888,4076.665979,3988.616286,1994.342669,1994.273617,88.049693,19.597886,0,3.275747,65.17606,3247.858286,2893.423631,2735.235164,121.534219,36.654248,354.434655,0,0,86.584386,0.469975,17.860271,249.520023
201611,百萬度,20942.65873,283.785,17819.499724,9774.226668,1359.723218,6685.549838,2081.9418,757.432206,253.531985,0,82.968058,159.485792,17.113607,244.332764,14468.477667,283.785,11790.614065,5528.299121,1245.332456,5016.982488,2081.9418,312.136802,242.105945,0,1.663753,68.367104,3504.738064,3400.325443,1767.582945,1632.742498,104.412621,11.42604,0,2.790685,90.195896,2969.442999,2628.560216,2478.344602,114.390762,35.824852,340.882783,0,0,78.51362,0.922792,17.113607,244.332764
201612,百萬度,20989.151932,269.524,17979.869363,9864.870708,963.449688,7151.548967,1912.6178,827.140769,176.732679,0,112.035791,219.236179,17.412156,301.723964,14010.497746,269.524,11555.092493,5277.869693,845.937937,5431.284863,1912.6178,273.263453,175.443255,0,1.737876,96.082322,3597.822172,3471.112202,1780.481594,1690.630608,126.70997,1.289424,0,3.150891,122.269655,3380.832014,2953.664668,2806.519421,117.511751,29.633496,427.167346,0,0,107.147024,0.884202,17.412156,301.723964
201701,百萬度,20075.423104,269.689,17082.426192,9749.181762,861.142844,6472.101586,1889.4894,833.818512,190.453117,0,82.994491,224.204835,18.221741,317.944328,13696.247401,269.689,11247.185502,5329.280226,759.203178,5158.702098,1889.4894,289.883499,182.191416,0,1.912493,105.77959,3148.36902,3018.095541,1737.653912,1280.441629,130.273479,8.261701,0,4.667924,117.343854,3230.806683,2817.145149,2682.247624,101.939666,32.957859,413.661534,0,0,76.414074,1.081391,18.221741,317.944328
201702,百萬度,18481.72036,228.929,15640.318611,9401.771802,901.678122,5336.868687,1760.0176,852.455149,262.570337,0,95.774711,208.956184,17.0171,268.136817,12756.128382,228.929,10424.349596,5260.680597,818.017423,4345.651576,1760.0176,342.832186,247.514983,0,1.681043,93.63616,2767.544376,2633.29157,1670.904507,962.387063,134.252806,15.055354,0,4.803039,114.394413,2958.047602,2582.677445,2470.186698,83.660699,28.830048,375.370157,0,0,89.290629,0.925611,17.0171,268.136817
201703,百萬度,21092.885405,254.846,17999.156611,10730.503434,849.769111,6418.884066,1946.6976,892.185194,332.014614,0,112.90194,146.332865,15.45869,285.477085,14444.21445,254.846,11851.838019,6010.700753,769.649038,5071.488228,1946.6976,390.832831,320.008532,0,2.036813,68.787486,3563.379767,3469.181016,2161.602467,1307.578549,94.198751,12.006082,0,5.351966,76.840703,3085.291188,2678.137576,2558.200214,80.120073,39.817289,407.153612,0,0,105.513161,0.704676,15.45869,285.477085
201704,百萬度,20747.338865,272.835,18356.344663,10885.759281,1215.893751,6254.691631,1300.2924,817.866802,329.372428,0,137.796243,100.977558,9.497254,240.223319,14621.840227,272.835,12686.365781,6386.886136,1134.429092,5165.050553,1300.2924,362.347046,318.129572,0,2.110074,42.1074,3186.86209,3111.185919,2068.946432,1042.239487,75.676171,11.242856,0,6.112396,58.320919,2938.636548,2558.792963,2429.926713,81.464659,47.401591,379.843585,0,0,129.573773,0.549239,9.497254,240.223319
201705,百萬度,23035.788077,280.5,20601.603396,11223.394082,1222.44203,8155.767284,1083.2666,1070.418081,567.075145,0,150.246015,65.364725,16.933008,270.799188,16228.245816,280.5,14279.428164,6472.703923,1126.993757,6679.730484,1083.2666,585.051052,552.567161,0,2.2308,30.253091,3611.066095,3555.298443,2104.24679,1451.051653,55.767652,14.507984,0,6.415884,34.843784,3196.476166,2766.876789,2646.443369,95.448273,24.985147,429.599377,0,0,141.599331,0.26785,16.933008,270.799188
201706,百萬度,24000.309656,257.331,20650.01086,11471.621828,897.926812,8280.46222,1499.2778,1593.689996,1067.641762,0,156.743808,76.315899,15.172573,277.815954,16381.350915,257.331,13535.528684,6535.415365,796.076757,6204.036562,1499.2778,1089.213431,1056.402036,0,2.009466,30.801929,4250.831323,4188.236457,2155.547237,2032.68922,62.594866,11.239726,0,6.093823,45.261317,3368.127418,2926.245719,2780.659226,101.850055,43.736438,441.881699,0,0,148.640519,0.252653,15.172573,277.815954
201707,百萬度,25705.977057,298.838,22079.788289,11782.624357,1188.320226,9108.843706,2105.1314,1222.219368,701.398061,0,171.632329,35.543537,15.593558,298.051883,17718.862851,298.838,14616.622703,6754.355406,1083.25672,6779.010577,2105.1314,698.270748,681.255675,0,2.325373,14.6897,4389.540907,4341.652831,2061.822707,2279.830124,47.888076,20.142386,0,7.024144,20.721546,3597.573299,3121.512755,2966.446244,105.063506,50.003005,476.060544,0,0,162.282812,0.132291,15.593558,298.051883
201708,百萬度,26358.927445,338.768,22683.944834,11576.956202,1552.033932,9554.9547,2205.7696,1130.445011,572.228323,0,175.309038,69.645998,11.932637,301.329015,18343.452094,338.768,15217.716855,6835.205325,1448.759082,6933.752448,2205.7696,581.197639,552.682381,0,2.421724,26.093534,4361.412372,4291.445052,1727.40967,2564.035382,69.96732,19.545942,0,7.247491,43.173887,3654.062979,3174.782927,3014.341207,103.27485,57.16687,479.280052,0,0,165.639823,0.378577,11.932637,301.329015
201709,百萬度,24826.690678,317.733,21545.087676,11164.270414,1245.877216,9134.940046,2120.5698,843.300202,334.963088,0,156.622735,44.262306,15.649419,291.802654,16926.900972,317.733,14145.413467,6146.035015,1144.099471,6855.278981,2120.5698,343.184705,320.368627,0,2.317229,20.498849,4332.579999,4287.706136,2057.338783,2230.367353,44.873863,14.594461,0,6.742667,23.536735,3567.209707,3111.968073,2960.896616,101.777745,49.293712,455.241634,0,0,147.562839,0.226722,15.649419,291.802654
201710,百萬度,23480.213318,297.951,19882.239423,10897.890662,1223.724653,7760.624108,2199.6118,1100.411095,435.014275,0,159.339987,245.174037,16.11378,244.769016,16663.437624,297.951,13636.873069,6216.840567,1132.418183,6287.614319,2199.6118,529.001755,423.763809,0,2.000705,103.237241,3580.050271,3422.088816,1987.24118,1434.847636,157.961455,11.250466,0,6.147204,140.563785,3236.725423,2823.277538,2693.808915,91.30647,38.162153,413.447885,0,0,151.192078,1.373011,16.11378,244.769016
201711,百萬度,21371.155438,271.918,17969.68964,9752.584832,773.199279,7443.905529,2144.6048,984.942998,348.581489,0,142.455918,231.698808,16.577002,245.629781,15174.026978,271.918,12312.270758,5825.106816,696.244512,5790.91943,2144.6048,445.23342,343.217015,0,1.542322,100.474083,3282.548863,3142.377136,1529.945703,1612.431433,140.171727,5.364474,0,4.679046,130.128207,2914.579597,2515.041746,2397.532313,76.954767,40.554666,399.537851,0,0,136.23455,1.096518,16.577002,245.629781
201712,百萬度,21079.977215,244.339,17621.163775,9316.769113,784.743949,7519.650713,2190.802,1023.67244,305.502148,0,125.635734,273.981872,19.531036,299.02165,14760.889253,244.339,11910.458062,5465.923524,686.183669,5758.350869,2190.802,415.290191,304.320888,0,1.554697,109.414606,3221.183971,3052.418439,1318.126468,1734.291971,168.765532,1.18126,0,4.483827,163.100445,3097.903991,2658.287274,2532.719121,98.56028,27.007873,439.616717,0,0,119.59721,1.466821,19.531036,299.02165
201801,百萬度,21421.688296,245.56,17774.403166,9837.924878,655.071587,7281.406701,2226.1584,1175.56673,491.072204,0,103.490793,226.132434,19.054144,335.817155,14542.420251,245.56,11474.795608,5394.878634,549.031842,5530.885132,2226.1584,595.906243,486.670856,0,1.577262,107.658125,3539.498769,3413.150852,1697.247383,1715.903469,126.347917,4.401348,0,4.782931,117.163638,3339.769276,2886.456706,2745.798861,106.039745,34.6181,453.31257,0,0,97.1306,1.310671,19.054144,335.817155
201802,百萬度,18588.431138,242.889,15230.190394,8489.367854,630.12855,6110.69399,2004.8526,1110.499144,471.923814,0,117.324414,210.064427,10.76863,300.417859,13115.475064,242.889,10317.790717,4711.513348,519.728861,5086.548508,2004.8526,549.942747,457.971031,0,1.472087,90.499629,2369.403656,2232.599171,1237.351017,995.248154,136.804485,13.952783,0,4.522896,118.328806,3103.552418,2679.800506,2540.503489,110.399689,28.897328,423.751912,0,0,111.329431,1.235992,10.76863,300.417859
201803,百萬度,21746.482847,255.081,18262.615439,9544.4376,809.994277,7908.183562,2225.5432,1003.243208,379.172793,0,177.556219,131.051283,19.153198,296.309715,15124.748454,255.081,12231.810575,5186.11172,691.824132,6353.874723,2225.5432,412.313679,351.432578,0,2.389096,58.492005,3203.307585,3096.208639,1583.079541,1513.129098,107.098946,27.740215,0,7.373438,71.985293,3418.426808,2934.596225,2775.246339,118.170145,41.179741,483.830583,0,0,167.793685,0.573985,19.153198,296.309715
201804,百萬度,21535.46988,263.867,18947.523471,10266.640787,812.175662,7868.707022,1482.9588,841.120609,302.50468,0,209.643844,66.8796,14.319978,247.772507,14885.75952,263.867,12812.498302,5681.146064,682.329482,6449.022756,1482.9588,326.435418,292.269354,0,2.281556,31.884508,3147.09449,3095.523935,1712.260659,1383.263276,51.570555,10.235326,0,6.754881,34.580348,3502.61587,3039.501234,2873.234064,129.84618,36.42099,463.114636,0,0,200.607407,0.414744,14.319978,247.772507
201805,百萬度,25064.550216,307.298,22046.068641,12255.557678,1046.825244,8743.685719,1812.5088,898.674775,291.770818,0,245.931738,69.881261,14.327391,276.763567,17090.207414,307.298,14655.473947,6855.442995,915.236215,6884.794737,1812.5088,314.926667,285.306328,0,2.723395,26.896944,3992.549969,3935.655953,2116.407062,1819.248891,56.894016,6.46449,0,7.782827,42.646699,3981.792833,3454.938741,3283.707621,131.589029,39.642091,526.854092,0,0,235.425516,0.337618,14.327391,276.763567
201806,百萬度,24601.816189,273.722,20814.509407,11965.839723,834.997615,8013.672069,2565.6146,947.970182,265.27101,0,271.349773,95.870265,15.644373,299.834761,17208.689827,273.722,14062.778339,6683.588952,706.227537,6672.96185,2565.6146,306.574888,261.82957,0,2.280421,42.464897,3458.201636,3394.964735,2091.196198,1303.768537,63.236901,3.44144,0,6.87919,52.916271,3934.924726,3356.766333,3191.054573,128.770078,36.941682,578.158393,0,0,262.190162,0.489097,15.644373,299.834761
201807,百萬度,24919.740317,325.955,20665.77286,11760.606495,628.01066,8277.155705,2873.6904,1054.322057,396.374814,0.000836,255.86709,73.664111,16.668587,311.746619,17809.042399,325.955,14196.767526,7051.761133,509.873365,6635.133028,2873.6904,412.629473,381.427531,0,2.41682,28.785122,3124.446322,3053.799697,1459.269691,1594.530006,70.646625,14.947283,0,11.105759,44.593583,3986.251596,3415.205637,3249.575671,118.137295,47.492671,571.045959,0,0.000836,242.344511,0.285406,16.668587,311.746619
201808,百萬度,25975.501048,301.665,21688.878876,12533.737175,623.266065,8531.875636,2932.8998,1052.057372,378.448038,0.000637,294.317842,46.320886,11.727018,321.242951,17970.508197,301.665,14350.895241,7306.745611,501.338347,6542.811283,2932.8998,385.048156,363.494494,0,1.976283,19.577379,4111.728189,4063.608692,2117.234732,1946.37396,48.119497,14.953544,0,6.570695,26.595258,3893.264662,3274.374943,3109.756832,121.927718,42.690393,618.889719,0,0.000637,285.770864,0.148249,11.727018,321.242951
201809,百萬度,24250.130824,303.732,19830.820782,11970.028487,517.886271,7342.906024,2838.0492,1277.528842,549.589528,0,269.969127,131.795215,14.708128,311.466844,16557.362571,303.732,12824.099451,6905.643457,399.226176,5519.229818,2838.0492,591.48192,531.655039,0,2.635711,57.19117,3950.450966,3851.113515,2066.771054,1784.342461,99.337451,17.934489,0,7.33249,74.070472,3742.317287,3155.607816,2997.613976,118.660095,39.333745,586.709471,0,0,260.000926,0.533573,14.708128,311.466844
201810,百萬度,22882.738535,292.088,18888.60276,11038.580603,442.330369,7407.691788,2446.7926,1255.255175,454.099628,0,275.385774,223.274796,16.636941,285.858036,15517.713231,292.088,12238.538995,6419.097197,329.0353,5490.406498,2446.7926,540.293636,435.646875,0,2.613276,102.033485,3732.891247,3586.958983,1712.27272,1874.686263,145.932264,18.452753,0,7.514777,119.964734,3632.134057,3063.104782,2907.210686,113.295069,42.599027,569.029275,0,0,265.257721,1.276577,16.636941,285.858036
201811,百萬度,22916.841344,278.103,19517.773597,11254.337004,528.280846,7735.155747,2131.602,989.362747,311.019473,0,246.851588,142.816418,15.394932,273.280336,15312.047353,278.103,12532.009565,6340.653081,423.295028,5768.061456,2131.602,370.332788,300.302664,0,2.069565,67.960559,4106.293987,4015.971337,2088.050648,1927.920689,90.32265,10.716809,0,5.732057,73.873784,3498.500004,2969.792695,2825.633275,104.985818,39.173602,528.707309,0,0,239.049966,0.982075,15.394932,273.280336
201812,百萬度,21635.708102,280.814,18176.245095,10345.918033,642.477503,7187.849559,2137.6418,1041.007207,190.337561,0,235.970216,291.736498,16.876315,306.086617,14893.228576,280.814,12162.178527,6257.954097,523.49064,5380.73379,2137.6418,312.594249,186.150668,0,7.312634,119.130947,3215.167351,3052.353331,1296.509393,1755.843938,162.81402,4.186893,0,8.388093,150.239034,3527.312175,2961.713237,2791.454543,118.986863,51.271831,565.598938,0,0,220.269489,22.366517,16.876315,306.086617
201901,百萬度,21526.726022,266.444,17526.117399,9555.41988,498.210426,7472.487093,2708.7308,1025.433823,246.15463,0,200.887791,222.954681,20.497771,334.93895,14554.607879,266.444,11215.925087,5688.701985,395.430322,5131.79278,2708.7308,363.507992,239.82288,0,8.358857,115.326255,3509.366453,3390.122618,1097.083929,2293.038689,119.243835,6.33175,0,6.684901,106.227184,3462.75169,2920.069694,2769.633966,102.780104,47.655624,542.681996,0,0,185.844033,1.401242,20.497771,334.93895
201902,百萬度,18442.732576,243.313,14550.658417,8294.701936,427.37509,5828.581391,2695.5246,953.236559,235.942214,0,249.429267,165.409655,16.453242,286.002181,12303.171397,243.313,9060.725617,4446.858092,316.36007,4297.507455,2695.5246,303.60818,225.203069,0,11.421943,66.983168,2899.968728,2785.073986,1286.758412,1498.315574,114.894742,10.739145,0,6.783694,97.371903,3239.592451,2704.858814,2561.085432,111.01502,32.758362,534.733637,0,0,231.22363,1.054584,16.453242,286.002181
201903,百萬度,21724.289713,268.625,17471.04611,10036.716763,561.595696,6872.733651,2961.5416,1023.077003,298.490724,0,274.461324,127.425005,16.70443,305.99552,14487.180817,268.625,10897.440766,5700.452118,441.738863,4755.249785,2961.5416,359.573451,291.892329,0,8.15928,59.521842,3825.064167,3744.281117,1659.858167,2084.42295,80.78305,6.598395,0,7.052301,67.132354,3412.044729,2829.324227,2676.406478,119.856833,33.060916,582.720502,0,0,259.249743,0.770809,16.70443,305.99552
201904,百萬度,21929.588959,274.363,18295.180269,10013.238698,590.760544,7691.181027,2341.9468,1018.09889,344.569343,0.139227,292.519697,106.032027,16.111403,258.727193,15357.336377,274.363,12353.46703,6243.18882,481.916305,5628.361905,2341.9468,387.559547,335.40054,0,10.953767,41.20524,3389.870205,3321.443915,1287.486314,2033.957601,68.42629,9.168803,0,8.355646,50.901841,3182.382377,2620.269324,2482.563564,108.844239,28.861521,562.113053,0,0.139227,273.210284,13.924946,16.111403,258.727193
201905,百萬度,23563.829,278.43,19415.646928,11675.204777,437.996411,7302.44574,2332.3426,1537.409472,809.042212,0.018707,341.380049,87.218116,16.386731,283.363657,16515.375657,278.43,13058.520858,6824.453893,321.300254,5912.766711,2332.3426,846.082199,796.693381,0,8.827352,40.561466,3441.729415,3376.949812,2019.009369,1357.940443,64.779603,12.348831,0,6.877963,45.552809,3606.723928,2980.176258,2831.741515,116.696157,31.738586,626.54767,0,0.018707,325.674734,1.103841,16.386731,283.363657
201906,百萬度,24234.123083,291.586,19464.35036,12158.505784,425.391381,6880.453195,2859.8204,1618.366323,882.769886,0.063199,347.1441,68.337161,13.93878,306.113197,16823.826796,291.586,12761.184812,7107.416903,300.086603,5353.681306,2859.8204,911.235584,870.994729,0,15.276907,24.963948,3689.658717,3619.104034,2128.747544,1490.35649,70.554683,11.775157,0,15.870782,42.908744,3720.63757,3084.061514,2922.341337,125.304778,36.415399,636.576056,0,0.063199,315.996411,0.464469,13.93878,306.113197
201907,百萬度,26431.508311,305.146,21847.39075,12742.623591,451.850345,8652.916814,2927.579,1351.392561,536.692532,0.039214,380.743081,90.388521,15.598441,327.930772,18307.879952,305.146,14503.004469,7311.985158,341.489125,6849.530186,2927.579,572.150483,519.847753,0,16.623399,35.679331,4026.864483,3943.400915,2179.350293,1764.050622,83.463568,16.844779,0,13.313573,53.305216,4096.763876,3400.985366,3251.28814,110.36122,39.336006,695.77851,0,0.039214,350.806109,1.403974,15.598441,327.930772
201908,百萬度,26299.510689,280.556,21449.156941,13144.744202,411.277652,7893.135087,2922.0678,1647.729948,823.390059,0.062479,398.236716,83.568399,10.973946,331.498349,18610.554141,280.556,14548.11236,7832.862968,313.941839,6401.307553,2922.0678,859.817981,807.964601,0,13.407125,38.446255,3637.331644,3568.624192,2115.16293,1453.461262,68.707452,15.425458,0,8.700482,44.581512,4051.624904,3332.420389,3196.718304,97.335813,38.366272,719.204515,0,0.062479,376.129109,0.540632,10.973946,331.498349
201909,百萬度,23525.760262,254.196,19001.52241,11250.097559,322.244257,7429.180594,2862.3214,1407.720452,536.637598,0.100136,404.923184,151.592324,8.370137,306.097073,16285.598958,254.196,12569.431931,6210.389581,244.81305,6114.2293,2862.3214,599.649627,518.763899,0,17.135943,63.749785,3403.854132,3287.063799,2010.683284,1276.380515,116.790333,17.873699,0,11.776434,87.1402,3836.307172,3145.02668,3029.024694,77.431207,38.570779,691.280492,0,0.100136,376.010807,0.702339,8.370137,306.097073
201910,百萬度,23398.718341,262.629,19234.337947,10515.307897,376.085386,8342.944664,2564.3126,1337.438794,401.993775,0.118484,423.019666,226.603344,6.884092,278.819433,15936.399215,262.629,12617.489101,5654.011929,272.820718,6690.656454,2564.3126,491.968514,389.999484,0,15.480421,86.488609,3572.06382,3402.529365,1806.321502,1596.207863,169.534455,11.994291,0,20.339327,137.200837,3890.255306,3214.319481,3054.974466,103.264668,56.080347,675.935825,0,0.118484,387.199918,2.913898,6.884092,278.819433
201911,百萬度,21455.100041,238.123,17791.246187,8454.622306,598.012693,8738.611188,2174.7828,1250.948054,265.256614,0.086345,382.455174,305.416085,10.438412,287.295424,14168.674605,238.123,11372.161056,4127.282699,466.487461,6778.390896,2174.7828,383.607749,258.865558,0,12.548039,112.194152,3628.777178,3423.075111,1495.213351,1927.86176,205.702067,6.391056,0,10.078664,189.232347,3657.648258,2996.01002,2832.126256,131.525232,32.358532,661.638238,0,0.086345,359.828471,3.989586,10.438412,287.295424
201912,百萬度,21660.596348,244.69,17355.923221,8566.322059,748.799187,8040.801975,2972.4616,1087.521527,163.856326,0.128918,320.748317,257.286393,17.422182,328.079391,14594.157462,244.69,11109.200778,4172.961283,661.482716,6274.756779,2972.4616,267.805084,161.292841,0,11.711505,94.800738,3554.158753,3370.030096,1642.140919,1727.889177,184.128657,2.563485,0,20.100204,161.464968,3512.280133,2876.692347,2751.219857,87.316471,38.156019,635.587786,0,0.128918,288.936608,1.020687,17.422182,328.079391
202001,百萬度,20660.654756,248.642,16389.787268,8599.319713,401.759733,7388.707822,2976.7184,1045.507088,194.332412,0.042932,303.396385,184.96697,15.282463,347.485926,13910.402993,248.642,10399.183903,4303.323727,306.925301,5788.934875,2976.7184,285.85869,190.392064,0,13.834455,81.632171,3194.567294,3074.281275,1507.246977,1567.034298,120.286019,3.940348,0,13.572508,102.773163,3555.684469,2916.32209,2788.749009,94.834432,32.738649,639.362379,0,0.042932,275.989422,0.561636,15.282463,347.485926
202002,百萬度,20359.245841,225.771,16411.720961,8467.981065,346.065792,7597.674104,2538.98242,1182.77146,239.588367,0.142828,435.058223,190.314954,14.146584,303.520504,13657.470115,225.771,10581.080283,4630.120842,262.689237,5688.270204,2538.98242,311.636412,226.584768,0,12.752549,72.299095,3400.436197,3233.154562,1364.308225,1868.846337,167.281635,13.003599,0,37.262542,117.015494,3301.339529,2597.486116,2473.551998,83.376555,40.557563,703.853413,0,0.142828,385.043132,1.000365,14.146584,303.520504
